date,total_sales,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean,expanding_mean
2013-01-28,430918.8700000021,738183.2500000009,905751.9100000019,752907.2299999989,497424.190000001,447765.97,430290.92000001104,412402.02,600463.191428574,673504.8046428558
2013-01-29,432496.359999999,430918.8700000021,738183.2500000009,905751.9100000019,752907.2299999989,497424.190000001,447765.97,430290.92000001104,600778.2542857153,665194.1686206883
2013-01-30,484868.070000001,432496.359999999,430918.8700000021,738183.2500000009,905751.9100000019,752907.2299999989,497424.190000001,447765.97,606078.5542857155,659183.2986666653
2013-01-31,425818.60000000003,484868.070000001,432496.359999999,430918.8700000021,738183.2500000009,905751.9100000019,752907.2299999989,497424.190000001,595849.1842857153,651655.405161289
2013-02-01,572718.9700000011,425818.60000000003,484868.070000001,432496.359999999,430918.8700000021,738183.2500000009,905751.9100000019,752907.2299999989,570108.0042857156,649188.6415624989
2013-02-02,848591.5399999989,572718.9700000011,425818.60000000003,484868.070000001,432496.359999999,430918.8700000021,738183.2500000009,905751.9100000019,561942.237142858,655231.1536363625
2013-02-03,619193.16,848591.5399999989,572718.9700000011,425818.60000000003,484868.070000001,432496.359999999,430918.8700000021,738183.2500000009,544943.6528571435,654171.2126470577
2013-02-04,360843.880000001,619193.16,848591.5399999989,572718.9700000011,425818.60000000003,484868.070000001,432496.359999999,430918.8700000021,534932.9400000005,645790.4317142847
2013-02-05,425283.62000001,360843.880000001,619193.16,848591.5399999989,572718.9700000011,425818.60000000003,484868.070000001,432496.359999999,533902.5485714307,639665.2424999992
2013-02-06,414002.039999997,425283.62000001,360843.880000001,619193.16,848591.5399999989,572718.9700000011,425818.60000000003,484868.070000001,523778.83000000153,633566.2370270262
2013-02-07,895066.02999998,414002.039999997,425283.62000001,360843.880000001,619193.16,848591.5399999989,572718.9700000011,425818.60000000003,590814.1771428558,640447.8105263144
2013-02-08,860684.079999998,895066.02999998,414002.039999997,425283.62000001,360843.880000001,619193.16,848591.5399999989,572718.9700000011,631952.0499999981,646094.894358973
2013-02-09,1122231.1399999992,860684.079999998,895066.02999998,414002.039999997,425283.62000001,360843.880000001,619193.16,848591.5399999989,671043.4214285695,657998.3004999987
2013-02-10,880424.519999999,1122231.1399999992,860684.079999998,895066.02999998,414002.039999997,425283.62000001,360843.880000001,619193.16,708362.1871428549,663423.3302439011
2013-02-11,594112.2800000011,880424.519999999,1122231.1399999992,860684.079999998,895066.02999998,414002.039999997,425283.62000001,360843.880000001,741686.2442857121,661773.067142856
2013-02-12,838449.4799999942,594112.2800000011,880424.519999999,1122231.1399999992,860684.079999998,895066.02999998,414002.039999997,425283.62000001,800709.9385714241,665881.8209302312
2013-02-13,870077.1900000019,838449.4799999942,594112.2800000011,880424.519999999,1122231.1399999992,860684.079999998,895066.02999998,414002.039999997,865863.5314285677,670522.624772726
2013-02-14,886175.169999996,870077.1900000019,838449.4799999942,594112.2800000011,880424.519999999,1122231.1399999992,860684.079999998,895066.02999998,864593.4085714271,675314.9035555541
2013-02-15,894846.5800000381,886175.169999996,870077.1900000019,838449.4799999942,594112.2800000011,880424.519999999,1122231.1399999992,860684.079999998,869473.76571429,680087.3313043473
2013-02-16,1149455.229999989,894846.5800000381,886175.169999996,870077.1900000019,838449.4799999942,594112.2800000011,880424.519999999,1122231.1399999992,873362.9214285742,690073.8823404248
2013-02-17,1031207.5500000013,1149455.229999989,894846.5800000381,886175.169999996,870077.1900000019,838449.4799999942,594112.2800000011,880424.519999999,894903.3542857176,697180.8337499993
2013-02-18,519806.170000007,1031207.5500000013,1149455.229999989,894846.5800000381,886175.169999996,870077.1900000019,838449.4799999942,594112.2800000011,884288.1957142899,693560.9426530608
2013-02-19,633676.4500000062,519806.170000007,1031207.5500000013,1149455.229999989,894846.5800000381,886175.169999996,870077.1900000019,838449.4799999942,855034.9057142917,692363.2527999996
2013-02-20,668980.369999986,633676.4500000062,519806.170000007,1031207.5500000013,1149455.229999989,894846.5800000381,886175.169999996,870077.1900000019,826306.7885714322,691904.76490196
2013-02-21,1294071.5400000222,668980.369999986,633676.4500000062,519806.170000007,1031207.5500000013,1149455.229999989,894846.5800000381,886175.169999996,884577.698571436,703484.8951923073
2013-02-22,1805338.2399999772,1294071.5400000222,668980.369999986,633676.4500000062,519806.170000007,1031207.5500000013,1149455.229999989,894846.5800000381,1014647.9357142843,724274.5809433955
2013-02-23,1947686.739999959,1805338.2399999772,1294071.5400000222,668980.369999986,633676.4500000062,519806.170000007,1031207.5500000013,1149455.229999989,1128681.008571423,746930.3616666652
2013-02-24,1188659.7399999397,1947686.739999959,1805338.2399999772,1294071.5400000222,668980.369999986,633676.4500000062,519806.170000007,1031207.5500000013,1151174.178571414,754961.8049090884
2013-02-25,598481.719999951,1188659.7399999397,1947686.739999959,1805338.2399999772,1294071.5400000222,668980.369999986,633676.4500000062,519806.170000007,1162413.5428571203,752167.5176785681
2013-02-26,565981.819999999,598481.719999951,1188659.7399999397,1947686.739999959,1805338.2399999772,1294071.5400000222,668980.369999986,633676.4500000062,1152742.8814285477,748901.1019298213
2013-02-27,558041.8499999989,565981.819999999,598481.719999951,1188659.7399999397,1947686.739999959,1805338.2399999772,1294071.5400000222,668980.369999986,1136894.5214285497,745610.4251724107
2013-02-28,535895.940000001,558041.8499999989,565981.819999999,598481.719999951,1188659.7399999397,1947686.739999959,1805338.2399999772,1294071.5400000222,1028583.7214285467,742055.9423728782
2013-03-01,725180.030000013,535895.940000001,558041.8499999989,565981.819999999,598481.719999951,1188659.7399999397,1947686.739999959,1805338.2399999772,874275.4057142661,741774.6771666638
2013-03-02,1028590.570000008,725180.030000013,535895.940000001,558041.8499999989,565981.819999999,598481.719999951,1188659.7399999397,1947686.739999959,742975.9528571302,746476.5770491777
2013-03-03,906763.0200000197,1028590.570000008,725180.030000013,535895.940000001,558041.8499999989,565981.819999999,598481.719999951,1188659.7399999397,702704.9928571417,749061.8422580622
2013-03-04,652721.0799999889,906763.0200000197,1028590.570000008,725180.030000013,535895.940000001,558041.8499999989,565981.819999999,598481.719999951,710453.4728571471,747532.6238095214
2013-03-05,1211940.2399999967,652721.0799999889,906763.0200000197,1028590.570000008,725180.030000013,535895.940000001,558041.8499999989,565981.819999999,802733.2471428609,754788.9928124975
2013-03-06,952798.1199999967,1211940.2399999967,652721.0799999889,906763.0200000197,1028590.570000008,725180.030000013,535895.940000001,558041.8499999989,859127.0000000035,757835.2870769206
2013-03-07,1305886.8799999908,952798.1199999967,1211940.2399999967,652721.0799999889,906763.0200000197,1028590.570000008,725180.030000013,535895.940000001,969125.7057142876,766139.0990909064
2013-03-08,1374995.239999991,1305886.8799999908,952798.1199999967,1211940.2399999967,652721.0799999889,906763.0200000197,1028590.570000008,725180.030000013,1061956.4499999988,775226.5041791018
2013-03-09,1271816.7899999984,1374995.239999991,1305886.8799999908,952798.1199999967,1211940.2399999967,652721.0799999889,906763.0200000197,1028590.570000008,1096703.0528571403,782529.3024999974
2013-03-10,1014043.2899999942,1271816.7899999984,1374995.239999991,1305886.8799999908,952798.1199999967,1211940.2399999967,652721.0799999889,906763.0200000197,1112028.8057142794,785884.5776811567
2013-03-11,657647.599999986,1014043.2899999942,1271816.7899999984,1374995.239999991,1305886.8799999908,952798.1199999967,1211940.2399999967,652721.0799999889,1112732.5942857077,784052.62085714
2013-03-12,1370361.529999984,657647.599999986,1014043.2899999942,1271816.7899999984,1374995.239999991,1305886.8799999908,952798.1199999967,1211940.2399999967,1135364.2071428488,792310.4928168984
2013-03-13,1446594.7300000133,1370361.529999984,657647.599999986,1014043.2899999942,1271816.7899999984,1374995.239999991,1305886.8799999908,952798.1199999967,1205906.579999994,801397.7738888861
2013-03-14,902428.3700000081,1446594.7300000133,1370361.529999984,657647.599999986,1014043.2899999942,1271816.7899999984,1374995.239999991,1305886.8799999908,1148269.6499999964,802781.7546575315
2013-03-15,1086307.3399999961,902428.3700000081,1446594.7300000133,1370361.529999984,657647.599999986,1014043.2899999942,1271816.7899999984,1374995.239999991,1107028.5214285685,806613.1814864838
2013-03-16,1494274.050000029,1086307.3399999961,902428.3700000081,1446594.7300000133,1370361.529999984,657647.599999986,1014043.2899999942,1271816.7899999984,1138808.1300000015,815781.9930666643
2013-03-17,1100847.5800000199,1494274.050000029,1086307.3399999961,902428.3700000081,1446594.7300000133,1370361.529999984,657647.599999986,1014043.2899999942,1151208.742857148,819532.8560526295
2013-03-18,697215.4100000018,1100847.5800000199,1494274.050000029,1086307.3399999961,902428.3700000081,1446594.7300000133,1370361.529999984,657647.599999986,1156861.2871428644,817944.3177922058
2013-03-19,667818.1299999998,697215.4100000018,1100847.5800000199,1494274.050000029,1086307.3399999961,902428.3700000081,1446594.7300000133,1370361.529999984,1056497.9442857238,816019.6230769212
2013-03-20,731091.0999999997,667818.1299999998,697215.4100000018,1100847.5800000199,1494274.050000029,1086307.3399999961,902428.3700000081,1446594.7300000133,954283.1400000075,814944.5784810109
2013-03-21,774597.299999997,731091.0999999997,667818.1299999998,697215.4100000018,1100847.5800000199,1494274.050000029,1086307.3399999961,902428.3700000081,936021.5585714345,814440.2374999982
2013-03-22,1297922.409999995,774597.299999997,731091.0999999997,667818.1299999998,697215.4100000018,1100847.5800000199,1494274.050000029,1086307.3399999961,966252.2828571486,820409.1532098746
2013-03-23,1477521.8799999994,1297922.409999995,774597.299999997,731091.0999999997,667818.1299999998,697215.4100000018,1100847.5800000199,1494274.050000029,963859.1157142872,828422.7230487786
2013-03-24,1095716.919999988,1477521.8799999994,1297922.409999995,774597.299999997,731091.0999999997,667818.1299999998,697215.4100000018,1100847.5800000199,963126.1642857111,831643.1350602389
2013-03-25,674879.079999999,1095716.919999988,1477521.8799999994,1297922.409999995,774597.299999997,731091.0999999997,667818.1299999998,697215.4100000018,959935.2599999964,829776.8963095217
2013-03-26,714131.2699999969,674879.079999999,1095716.919999988,1477521.8799999994,1297922.409999995,774597.299999997,731091.0999999997,667818.1299999998,966551.4228571389,828416.3595294097
2013-03-27,749890.110000001,714131.2699999969,674879.079999999,1095716.919999988,1477521.8799999994,1297922.409999995,774597.299999997,731091.0999999997,969236.9957142819,827503.2636046491
2013-03-28,695298.9000000011,749890.110000001,714131.2699999969,674879.079999999,1095716.919999988,1477521.8799999994,1297922.409999995,774597.299999997,957908.6528571397,825983.6732183888
2013-03-29,785914.8000000011,695298.9000000011,749890.110000001,714131.2699999969,674879.079999999,1095716.919999988,1477521.8799999994,1297922.409999995,884764.7085714263,825528.3451136344
2013-03-30,1162020.960000003,785914.8000000011,695298.9000000011,749890.110000001,714131.2699999969,674879.079999999,1095716.919999988,1477521.8799999994,839693.1485714269,829309.161011234
2013-03-31,944562.599999999,1162020.960000003,785914.8000000011,695298.9000000011,749890.110000001,714131.2699999969,674879.079999999,1095716.919999988,818099.6742857142,830589.7547777758
2013-04-01,486069.7,944562.599999999,1162020.960000003,785914.8000000011,695298.9000000011,749890.110000001,714131.2699999969,674879.079999999,791126.9057142857,826803.8201098882
2013-04-02,552685.74999999,486069.7,944562.599999999,1162020.960000003,785914.8000000011,695298.9000000011,749890.110000001,714131.2699999969,768063.259999999,823824.2758695632
2013-04-03,475401.349999999,552685.74999999,486069.7,944562.599999999,1162020.960000003,785914.8000000011,695298.9000000011,749890.110000001,728850.5799999986,820077.7927956969
2013-04-04,547029.4,475401.349999999,552685.74999999,486069.7,944562.599999999,1162020.960000003,785914.8000000011,695298.9000000011,707669.2228571413,817173.0226595725
2013-04-05,730263.199999999,547029.4,475401.349999999,552685.74999999,486069.7,944562.599999999,1162020.960000003,785914.8000000011,699718.9942857126,816258.1824210507
2013-04-06,1060666.5999999922,730263.199999999,547029.4,475401.349999999,552685.74999999,486069.7,944562.599999999,1162020.960000003,685239.7999999968,818804.1034374981
2013-04-07,906258.2000000079,1060666.5999999922,730263.199999999,547029.4,475401.349999999,552685.74999999,486069.7,944562.599999999,679767.7428571408,819705.6920618538
2013-04-08,439744.85,906258.2000000079,1060666.5999999922,730263.199999999,547029.4,475401.349999999,552685.74999999,486069.7,673149.9071428551,815828.540612243
2013-04-09,465117.75000000035,439744.85,906258.2000000079,1060666.5999999922,730263.199999999,547029.4,475401.349999999,552685.74999999,660640.1928571423,812286.0073737354
2013-04-10,527314.6000000001,465117.75000000035,439744.85,906258.2000000079,1060666.5999999922,730263.199999999,547029.4,475401.349999999,668056.371428571,809436.293299998
2013-04-11,544830.550000001,527314.6000000001,465117.75000000035,439744.85,906258.2000000079,1060666.5999999922,730263.199999999,547029.4,667742.2499999997,806816.4344554435
2013-04-12,655557.649999999,544830.550000001,527314.6000000001,465117.75000000035,439744.85,906258.2000000079,1060666.5999999922,730263.199999999,657070.0285714281,805333.5051960766
2013-04-13,965656.049999998,655557.649999999,544830.550000001,527314.6000000001,465117.75000000035,439744.85,906258.2000000079,1060666.5999999922,643497.0928571433,806890.0347572797
2013-04-14,791708.7000000009,965656.049999998,655557.649999999,544830.550000001,527314.6000000001,465117.75000000035,439744.85,906258.2000000079,627132.8785714281,806744.0603846136
2013-04-15,445625.94999999093,791708.7000000009,965656.049999998,655557.649999999,544830.550000001,527314.6000000001,465117.75000000035,439744.85,627973.0357142839,803304.8402857124
2013-04-16,471995.95,445625.94999999093,791708.7000000009,965656.049999998,655557.649999999,544830.550000001,527314.6000000001,465117.75000000035,628955.635714284,800179.2847169793
2013-04-17,424303.44999999803,471995.95,445625.94999999093,791708.7000000009,965656.049999998,655557.649999999,544830.550000001,527314.6000000001,614239.7571428551,796666.4264485963
2013-04-18,474563.349999999,424303.44999999803,471995.95,445625.94999999093,791708.7000000009,965656.049999998,655557.649999999,544830.550000001,604201.5857142834,793683.9905555537
2013-04-19,536345.0,474563.349999999,424303.44999999803,471995.95,445625.94999999093,791708.7000000009,965656.049999998,655557.649999999,587171.2071428549,791323.0823853192
2013-04-20,796129.0000000008,536345.0,474563.349999999,424303.44999999803,471995.95,445625.94999999093,791708.7000000009,965656.049999998,562953.0571428554,791366.7725454527
2013-04-21,680765.4,796129.0000000008,536345.0,474563.349999999,424303.44999999803,471995.95,445625.94999999093,791708.7000000009,547104.0142857124,790370.363783782
2013-04-22,400570.950000001,680765.4,796129.0000000008,536345.0,474563.349999999,424303.44999999803,471995.95,445625.94999999093,540667.5857142853,786890.0118749982
2013-04-23,429311.89999999903,400570.950000001,680765.4,796129.0000000008,536345.0,474563.349999999,424303.44999999803,471995.95,534569.8642857138,783725.6038053081
2013-04-24,398708.05000000005,429311.89999999903,400570.950000001,680765.4,796129.0000000008,536345.0,474563.349999999,424303.44999999803,530913.3785714282,780348.2568421036
2013-04-25,544280.7,398708.05000000005,429311.89999999903,400570.950000001,680765.4,796129.0000000008,536345.0,474563.349999999,540872.9999999998,778295.4954782592
2013-04-26,531922.4,544280.7,398708.05000000005,429311.89999999903,400570.950000001,680765.4,796129.0000000008,536345.0,540241.1999999998,776171.589482757
2013-04-27,836472.29999999,531922.4,544280.7,398708.05000000005,429311.89999999903,400570.950000001,680765.4,796129.0000000008,546004.5285714268,776686.9801709385
2013-04-28,668788.6,836472.29999999,531922.4,544280.7,398708.05000000005,429311.89999999903,400570.950000001,680765.4,544293.5571428553,775772.5871186424
2013-04-29,469435.8999999971,668788.6,836472.29999999,531922.4,544280.7,398708.05000000005,429311.89999999903,400570.950000001,554131.4071428546,773198.3292436958
2013-04-30,678091.9999999979,469435.8999999971,668788.6,836472.29999999,531922.4,544280.7,398708.05000000005,429311.89999999903,589671.4214285689,772405.7764999983
2013-05-01,672962.2399999991,678091.9999999979,469435.8999999971,668788.6,836472.29999999,531922.4,544280.7,398708.05000000005,628850.5914285687,771583.9290909073
2013-05-02,624095.7000000002,672962.2399999991,678091.9999999979,469435.8999999971,668788.6,836472.29999999,531922.4,544280.7,640252.7342857115,770375.0091803262
2013-05-03,582074.0,624095.7000000002,672962.2399999991,678091.9999999979,469435.8999999971,668788.6,836472.29999999,531922.4,647417.2485714258,768844.1066666651
2013-05-04,525725.8999999991,582074.0,624095.7000000002,672962.2399999991,678091.9999999979,469435.8999999971,668788.6,836472.29999999,603024.9057142844,766883.4759677403
2013-05-05,454821.889999999,525725.8999999991,582074.0,624095.7000000002,672962.2399999991,678091.9999999979,469435.8999999971,668788.6,572458.2328571413,764386.9832799984
2013-05-06,430935.0999999999,454821.889999999,525725.8999999991,582074.0,624095.7000000002,672962.2399999991,678091.9999999979,469435.8999999971,566958.1185714274,761740.5397619031
2013-05-07,474391.699999999,430935.0999999999,454821.889999999,525725.8999999991,582074.0,624095.7000000002,672962.2399999991,678091.9999999979,537858.0757142847,759477.9504724394
2013-05-08,669911.550000001,474391.699999999,430935.0999999999,454821.889999999,525725.8999999991,582074.0,624095.7000000002,672962.2399999991,537422.262857142,758778.2129687484
2013-05-09,466700.45,669911.550000001,474391.699999999,430935.0999999999,454821.889999999,525725.8999999991,582074.0,624095.7000000002,514937.22714285634,756514.0442635643
2013-05-10,463435.5,466700.45,669911.550000001,474391.699999999,430935.0999999999,454821.889999999,525725.8999999991,582074.0,497988.8699999992,754259.5939230754
2013-05-11,501446.8899999999,463435.5,466700.45,669911.550000001,474391.699999999,430935.0999999999,454821.889999999,525725.8999999991,494520.4399999993,752329.725954197
2013-05-12,463126.0999999989,501446.8899999999,463435.5,466700.45,669911.550000001,474391.699999999,430935.0999999999,454821.889999999,495706.755714285,750138.7893939378
2013-05-13,339737.2,463126.0999999989,501446.8899999999,463435.5,466700.45,669911.550000001,474391.699999999,430935.0999999999,482678.4842857136,747053.0631578933
2013-05-14,299579.1,339737.2,463126.0999999989,501446.8899999999,463435.5,466700.45,669911.550000001,474391.699999999,457705.2557142852,743713.7052238791
2013-05-15,389064.7,299579.1,339737.2,463126.0999999989,501446.8899999999,463435.5,466700.45,669911.550000001,417584.27714285656,741086.675555554
2013-05-16,383710.35,389064.7,299579.1,339737.2,463126.0999999989,501446.8899999999,463435.5,466700.45,405728.54857142793,738458.9084558808
2013-05-17,761317.2000000199,383710.35,389064.7,299579.1,339737.2,463126.0999999989,501446.8899999999,463435.5,448283.07714285934,738625.7572992686
2013-05-18,892863.0000000002,761317.2000000199,383710.35,389064.7,299579.1,339737.2,463126.0999999989,501446.8899999999,504199.6642857166,739743.4184782595
2013-05-19,627466.5999999898,892863.0000000002,761317.2000000199,383710.35,389064.7,299579.1,339737.2,463126.0999999989,527676.8785714295,738935.6715827323
2013-05-20,450039.4,627466.5999999898,892863.0000000002,761317.2000000199,383710.35,389064.7,299579.1,339737.2,543434.3357142867,736872.1267857129
2013-05-21,479975.399999998,450039.4,627466.5999999898,892863.0000000002,761317.2000000199,383710.35,389064.7,299579.1,569205.2357142863,735050.1641843957
2013-05-22,508683.59999999,479975.399999998,450039.4,627466.5999999898,892863.0000000002,761317.2000000199,383710.35,389064.7,586293.6499999992,733456.0334507028
2013-05-23,446135.49999999994,508683.59999999,479975.399999998,450039.4,627466.5999999898,892863.0000000002,761317.2000000199,383710.35,595211.5285714277,731446.7989510475
2013-05-24,629778.6000000021,446135.49999999994,508683.59999999,479975.399999998,450039.4,627466.5999999898,892863.0000000002,761317.2000000199,576420.2999999967,730740.7697916653
2013-05-25,787617.4500000001,629778.6000000021,446135.49999999994,508683.59999999,479975.399999998,450039.4,627466.5999999898,892863.0000000002,561385.2214285681,731133.0227586193
2013-05-26,663609.3999999999,787617.4500000001,629778.6000000021,446135.49999999994,508683.59999999,479975.399999998,450039.4,627466.5999999898,566548.4785714267,730670.5321917795
2013-05-27,458450.0,663609.3999999999,787617.4500000001,629778.6000000021,446135.49999999994,508683.59999999,479975.399999998,450039.4,567749.992857141,728818.6918367334
2013-05-28,459077.399999989,458450.0,663609.3999999999,787617.4500000001,629778.6000000021,446135.49999999994,508683.59999999,479975.399999998,564764.564285711,726996.1155405391
2013-05-29,488869.3,459077.399999989,458450.0,663609.3999999999,787617.4500000001,629778.6000000021,446135.49999999994,508683.59999999,561933.9499999982,725397.9489932873
2013-05-30,613060.7,488869.3,459077.399999989,458450.0,663609.3999999999,787617.4500000001,629778.6000000021,446135.49999999994,585780.4071428553,724649.0339999987
2013-05-31,786860.5,613060.7,488869.3,459077.399999989,458450.0,663609.3999999999,787617.4500000001,629778.6000000021,608220.6785714264,725061.0304635748
2013-06-01,787390.7300000002,786860.5,613060.7,488869.3,459077.399999989,458450.0,663609.3999999999,787617.4500000001,608188.2899999979,725471.0942763145
2013-06-02,586301.8300000003,787390.7300000002,786860.5,613060.7,488869.3,459077.399999989,458450.0,663609.3999999999,597144.3514285694,724561.4912418288
2013-06-03,577150.9200000004,586301.8300000003,787390.7300000002,786860.5,613060.7,488869.3,459077.399999989,458450.0,614101.6257142837,723604.2797402585
2013-06-04,479564.0699999912,577150.9200000004,586301.8300000003,787390.7300000002,786860.5,613060.7,488869.3,459077.399999989,617028.2928571411,722029.8267741923
2013-06-05,615697.9200000003,479564.0699999912,577150.9200000004,586301.8300000003,787390.7300000002,786860.5,613060.7,488869.3,635146.6671428554,721348.2119871782
2013-06-06,576852.6600000001,615697.9200000003,479564.0699999912,577150.9200000004,586301.8300000003,787390.7300000002,786860.5,613060.7,629974.0899999982,720427.858152865
2013-06-07,972529.1599999983,576852.6600000001,615697.9200000003,479564.0699999912,577150.9200000004,586301.8300000003,787390.7300000002,786860.5,656498.1842857123,722023.4360126569
2013-06-08,741834.9500000003,972529.1599999983,576852.6600000001,615697.9200000003,479564.0699999912,577150.9200000004,586301.8300000003,787390.7300000002,649990.2157142836,722148.0367295585
2013-06-09,589468.7100000001,741834.9500000003,972529.1599999983,576852.6600000001,615697.9200000003,479564.0699999912,577150.9200000004,586301.8300000003,650442.6271428551,721318.7909374987
2013-06-10,453716.5500000011,589468.7100000001,741834.9500000003,972529.1599999983,576852.6600000001,615697.9200000003,479564.0699999912,577150.9200000004,632809.1457142838,719656.6652173899
2013-06-11,756754.5200000003,453716.5500000011,589468.7100000001,741834.9500000003,972529.1599999983,576852.6600000001,615697.9200000003,479564.0699999912,672407.7814285709,719885.6643209863
2013-06-12,680639.0100000005,756754.5200000003,453716.5500000011,589468.7100000001,741834.9500000003,972529.1599999983,576852.6600000001,615697.9200000003,681685.0799999995,719644.8873006122
2013-06-13,550301.6800000021,680639.0100000005,756754.5200000003,453716.5500000011,589468.7100000001,741834.9500000003,972529.1599999983,576852.6600000001,677892.0828571428,718612.3067682914
2013-06-14,3827216.869999478,550301.6800000021,680639.0100000005,756754.5200000003,453716.5500000011,589468.7100000001,741834.9500000003,972529.1599999983,1085704.6128570684,737452.3344242381
2013-06-15,1598645.19999967,3827216.869999478,550301.6800000021,680639.0100000005,756754.5200000003,453716.5500000011,589468.7100000001,741834.9500000003,1208106.0771427355,742640.2432530058
2013-06-16,1031969.2700000703,1598645.19999967,3827216.869999478,550301.6800000021,680639.0100000005,756754.5200000003,453716.5500000011,589468.7100000001,1271320.442857031,744372.7523952037
2013-06-17,849317.6999999802,1031969.2700000703,1598645.19999967,3827216.869999478,550301.6800000021,680639.0100000005,756754.5200000003,453716.5500000011,1327834.8928570282,744997.424702375
2013-06-18,832029.299999912,849317.6999999802,1031969.2700000703,1598645.19999967,3827216.869999478,550301.6800000021,680639.0100000005,756754.5200000003,1338588.4328570156,745512.4062130112
2013-06-19,711005.7500000312,832029.299999912,849317.6999999802,1031969.2700000703,1598645.19999967,3827216.869999478,550301.6800000021,680639.0100000005,1342926.5385713058,745309.4258823467
2013-06-20,806009.5300000001,711005.7500000312,832029.299999912,849317.6999999802,1031969.2700000703,1598645.19999967,3827216.869999478,550301.6800000021,1379456.2314284483,745664.3972514558
2013-06-21,908404.7199999912,806009.5300000001,711005.7500000312,832029.299999912,849317.6999999802,1031969.2700000703,1598645.19999967,3827216.869999478,962483.0671428075,746610.5619185984
